timestep	num_particles	potential_energy	kinetic_energy	temperature
60900	1998	0	77.78020386	0.6481683655
61000	1998	0	74.50045737	0.6208371448
61100	1998	0	78.82224994	0.6568520829
61200	1998	0	82.0349813	0.6836248442
61300	1998	0	70.26928558	0.5855773798
61400	1998	0	72.38947009	0.6032455841
61500	1998	0	64.93898292	0.541158191
61600	1998	0	89.44485802	0.7453738168
61700	1998	0	70.98299391	0.5915249493
61800	1998	0	79.14770138	0.6595641782
61900	1998	0	75.23556297	0.6269630248
62000	1998	0	81.89116397	0.6824263664
62100	1998	0	76.73043056	0.6394202547
62200	1998	0	77.62910979	0.6469092482
62300	1998	0	87.81801055	0.7318167546
62400	1998	0	80.12987551	0.6677489626
62500	1998	0	80.29044496	0.6690870413
62600	1998	0	72.69097348	0.6057581123
62700	1998	0	66.8914242	0.557428535
62800	1998	0	68.68534376	0.5723778646
62900	1998	0	71.68515864	0.597376322
63000	1998	0	77.50439942	0.6458699952
63100	1998	0	94.64471592	0.788705966
63200	1998	0	77.55191483	0.6462659569
63300	1998	0	76.48605686	0.6373838071
63400	1998	0	84.67443755	0.7056203129
63500	1998	0	75.59113889	0.6299261574
63600	1998	0	68.6835606	0.572363005
63700	1998	0	79.33755619	0.6611463016
63800	1998	0	79.17752832	0.659812736
63900	1998	0	73.91892503	0.6159910419
64000	1998	0	73.38575289	0.6115479408
64100	1998	0	70.80463848	0.590038654
64200	1998	0	70.93263704	0.5911053086
64300	1998	0	71.67165024	0.597263752
64400	1998	0	77.01519737	0.6417933114
64500	1998	0	69.7997775	0.5816648125
64600	1998	0	81.1255658	0.6760463816
64700	1998	0	88.03990419	0.7336658683
64800	1998	0	80.75838481	0.6729865401
64900	1998	0	75.84479572	0.6320399643
65000	1998	0	74.21430419	0.618452535
65100	1998	0	70.66458337	0.5888715281
65200	1998	0	69.00403549	0.5750336291
65300	1998	0	82.24452777	0.6853710647
65400	1998	0	82.80032216	0.6900026847
65500	1998	0	75.74268042	0.6311890035
65600	1998	0	72.24890315	0.6020741929
65700	1998	0	68.41700865	0.5701417388
65800	1998	0	66.03517932	0.550293161
65900	1998	0	71.86060243	0.5988383536
66000	1998	0	87.83365791	0.7319471493
66100	1998	0	81.00088289	0.6750073574
66200	1998	0	65.99289124	0.5499407603
